id,activity_intensity_score,contribution_consistency,repo_creation_rate,recent_activity_ratio,development_velocity,multitasking_score,code_change_rate,language_specialization,language_balance,repo_language_diversity,tech_stack_breadth,avg_languages_per_repo,avg_repo_size,community_engagement_score,collaboration_ratio,fork_contribution_rate,mentorship_score,social_coding_index,network_influence,repo_active_score,showcase_score,maintenance_score,avg_stars_per_repo,max_stars_repo,avg_forks_per_repo,max_forks_repo,public_repo_ratio,project_complexity,code_review_participation,code_review_index,reputation_score,impact_factor,influence_growth_rate,viral_repo_score,leadership_score,profile_completeness,maintainer_score,team_player_score,generalist_score,work_consistency,learning_velocity,innovation_index
fcofdez,95,0.5340632801585148,2.378711078928313,0.9895833333333334,1924.8333333333333,1.75,192.48333333333332,0.2222222222222222,0.8148148148148149,6.0,10,0.0,35121.3,831,1.15,1.8108108108108107,3.568066618392469,0.8540595646868993,3.6888794541139363,0.02702702702702703,0.5,1.0,0.4,4.0,0.2,2.0,1.0,0.08453709174665196,2.3043478260869565,0.9741899407473422,1.5696653588327014,0.21621621621621623,1.1232802317161477,2.857142857142857,0.5244028453072921,1.0,0.47619047619047616,0.5449999997699999,0.8333333332638889,0.24025307380837102,0.8246527777090568,0.04597680901370785
mayya-sharipova,193,0.6093488049303611,0.46114971572962726,0.9948979591836735,80073.83333333333,0.8571428571428572,11439.11904761905,0.6,0.56,3.0,7,0.0,5851946.833333333,1918,1.7619047619047619,2.142857142857143,6.033375447462624,0.9999999997884534,6.139884552226255,0.8571428571428571,0.5,1.0,35.833333333333336,213.0,21.5,127.0,1.0,0.4485024168069485,1.1470588235294117,0.9999999998645942,3.9081061865756417,67.57142857142857,6.225521162349969,5.782805429864253,0.5499999998520259,1.0,0.35294117647058826,0.6499999997,0.5833333332847223,0.29221095467826996,0.5803571428087798,0.3370761775633358
n1v0lg,375,0.5655242403500508,1.2405923767904832,0.9981684981684982,249.0,1.125,19.153846153846153,0.5,0.6599999999999999,4.0,6,0.0,59998.6,921,2.3417721518987342,0.6,9.924739014323865,0.953814807705349,4.859812404361672,0.2,0.6666666666666666,1.0,11.1,99.0,3.1,30.0,1.0,0.06428257472094559,0.6187845303867403,0.8093922650579644,2.900414040833051,11.533333333333333,1.151978635591163,8.181818181818182,0.5499999998520259,1.0,0.5,0.5699999997,0.49999999995833333,0.2635917670896622,0.49908424904265875,0.24219787021473232
kkrik-es,563,0.5819494010198545,0.0,0.9982300884955753,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,776,1.859504132231405,4.0,62.01870615744349,0.9999999997884534,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9864253393665159,0.9932126695478521,0.0,0.0,0.0,0.0,0.5499999998520259,1.0,0.0,0.6499999997,0.0,1.0,0.0,0.0
not-napoleon,332,0.6888715849421552,1.5789473684210527,0.9980842911877394,679.5,0.8571428571428572,63.703125,0.5,0.6666666666666666,4.0,9,0.0,147469.7,704,1.7391304347826086,0.6,5.328947368421053,0.838214353131325,4.677490847567717,0.24,0.0,1.0,5.5,51.0,1.0,10.0,1.0,0.08689159829793258,0.6377952755905512,0.8188976376598698,2.736136830220163,3.0,2.1052631578947367,7.846153846153846,0.6666666665186924,1.0,0.47619047619047616,0.6866666663666666,0.7499999999375,0.2557107391291112,0.7485632183284243,0.17048657072447318
matriv,938,0.5481442945227843,0.30159058045858295,0.9989806320081549,997.2,0.5818181818181818,83.10000000000001,0.6666666666666666,0.4444444444444444,2.0,3,0.0,18204.75,4429,0.9782608695652174,2.2,36.56785788060318,0.9999999997884534,4.0163830207523885,2.0,0.3333333333333333,1.0,0.25,1.0,0.0,0.0,1.0,0.2633438867589391,2.240740740740741,0.9999999998645942,1.2076055072205447,0.2,2.0357364180954347,0.8,0.5499999998520259,1.0,0.26666666666666666,0.49347826067391304,0.24999999997916666,0.3333333342222222,0.24974515798122662,0.022988404506853924
abdonpijpelink,0,1.0,0.6695711992662233,0.0,2440.4,2.4,265.2608695652174,0.6666666666666666,0.5,3.0,6,0.0,10624.875,306,0.0,1.5555555555555556,0.0,0.6941537899925521,3.044522437723423,0.0,0.0,1.0,0.125,1.0,0.125,1.0,1.0,0.11866609934196237,0.0,0.0,1.0373491181781864,0.3333333333333333,0.7532675991745013,0.8888888888888888,0.0,1.0,0.42105263157894735,0.2,0.49999999995833333,0.2612038765075527,0.0,0.022988404506853924
williamrandolph,9,0.41935483870967744,0.43530113297555156,0.9090909090909091,258.0,1.75,20.918918918918923,0.2,0.7999999999999999,5.0,7,0.0,19245.0,749,0.0,0.5714285714285714,0.0,0.8490416935682393,1.8718021769015913,0.14285714285714285,0.0,1.0,0.0,0.0,0.16666666666666666,1.0,1.0,0.0566848393372355,0.0,0.0,0.468213122712422,0.2857142857142857,0.1451003776585172,0.0,0.0,1.0,0.5454545454545454,0.11428571428571428,0.5833333332847223,1.0,0.5303030302588384,0.0
lkts,575,0.6278050403957954,0.3874734607218684,0.998272884283247,163171.83333333334,1.3333333333333335,14397.514705882353,0.2,0.7999999999999999,5.0,7,0.0,247105.0,690,1.9448275862068964,2.5,11.546709129511678,0.884369002126476,3.6109179126442243,0.3333333333333333,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.4363615620241336,0.6032388663967612,0.8016194330629748,0.883331693749932,0.0,1.3949044585987262,0.0,0.5499999998520259,1.0,0.3125,0.6499999997,0.5833333332847223,1.0,0.5823258491167003,0.0
pxsalehi,203,0.5951168201151492,0.43616809400517825,0.9982238010657194,545.0,1.75,45.41666666666667,0.16666666666666666,0.8333333333333334,6.0,9,0.0,116215.0,952,1.2040816326530612,1.5714285714285714,6.978689504082852,0.9057394529442422,3.1354942159291497,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07669026549632406,1.92,0.9999999998645942,0.7454719949364,0.0,0.7996415056761602,0.0,0.8999999998520258,1.0,0.35294117647058826,0.911224489555102,0.7499999999375,1.0,0.7486678507369006,0.0
salvatore-campagna,494,0.5804947661715043,0.20110192837465565,0.997979797979798,1427.0,0.225,142.70000000000002,1.0,0.0,1.0,2,0.0,258984.0,894,0.66,1.5,16.088154269972453,0.9999999997884534,1.6094379124341003,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.31524611108023665,0.6451612903225806,0.8225806450258846,0.3295836866004329,0.0,0.4022038567493113,0.0,0.5499999998520259,1.0,0.2,0.397999999868,0.16666666665277777,1.0,0.1663299663161055,0.0
brianseeders,258,0.5875012254487839,1.0350939383197448,0.9984984984984985,816.6666666666666,0.8571428571428572,94.23076923076923,0.4,0.7,4.0,8,0.0,41791.7,1191,1.5454545454545454,0.6470588235294118,4.075682382133995,0.9319658148027504,4.548599834499697,0.35294117647058826,0.0,1.0,1.7,4.0,4.2,18.0,1.0,0.1146959793639982,0.5431034482758621,0.7715517240025253,2.364823545443962,5.9411764705882355,0.7116270825948245,1.4814814814814814,0.5499999998520259,1.0,0.47619047619047616,0.5794117644058824,0.6666666666111111,0.5203516835156021,0.6656656656101935,0.09478361994618378
nknize,113,0.47479071010734947,0.779498131340096,0.9986577181208054,1417.5,1.0,85.05,0.2857142857142857,0.8163265306122449,6.0,18,0.0,4084559.8,1976,0.41333333333333333,1.6923076923076923,0.5196654208933974,0.9999999997884534,7.291656209174461,0.3076923076923077,0.3333333333333333,1.0,39.2,213.0,72.6,495.0,1.0,0.13869365846624562,0.27586206896551724,0.20829674738241022,4.466464752182194,141.84615384615384,5.911194162662396,5.298507462686567,0.3102303840677236,1.0,0.47619047619047616,0.5573333332506667,0.9999999999166667,0.38089947393918094,0.998657718037584,0.4551471880327624
markharwood,2,0.6000000000000001,0.47495120364346133,0.6666666666666666,2546.5,3.0,218.2714285714286,0.5714285714285714,0.5714285714285714,3.0,8,0.0,278058.25,1500,2.0,1.2222222222222223,0.0,0.9521841264367169,5.161924741642482,0.0,0.0,1.0,10.75,46.0,2.375,9.0,1.0,0.06086689938929842,0.0,0.0,3.1242920058816015,13.777777777777779,3.027813923227066,3.9148936170212765,0.0,1.0,0.42105263157894735,0.6499999997,0.6666666666111111,0.38913188700715373,0.4444444444074074,0.21318569321669734
alex-spies,713,0.6117026788294375,0.0,0.9986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1273,2.8181818181818183,9.0,64.31043523859465,0.9999999997884534,1.6094379124341003,2.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7872340425531914,0.9999999998645942,0.3295836866004329,0.0,0.38280020975353957,0.0,0.5499999998520259,1.0,0.0,0.6499999997,0.0,1.0,0.0,0.0
jbaiera,197,0.5608926509752619,0.32600928903179704,0.9949748743718593,713.5,1.3333333333333335,45.54255319148937,0.4,0.6399999999999999,3.0,4,0.0,29769.6,1730,3.1714285714285713,1.6666666666666667,3.423097534833869,0.9999999997884534,4.686750172980514,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,0.4,1.0,1.0,0.12493512083226754,0.5048543689320388,0.7115200953431944,1.618754185967242,0.8333333333333334,3.3904966059306894,0.8333333333333334,0.6214308845985546,1.0,0.3125,0.7666666663666666,0.33333333330555553,0.3090169954425749,0.3316582914296482,0.022988404506853924
stu-elastic,0,1.0,0.20193637621023514,0.0,152.33333333333334,1.2,76.16666666666666,1.0,0.0,1.0,1,0.0,3012.0,599,0.0,7.0,0.0,0.8712992267793312,3.068052935133617,0.0,0.0,1.0,3.0,6.0,0.5,1.0,1.0,0.05448995615293279,0.0,0.0,1.3815698540294488,2.6666666666666665,0.8077455048409405,1.5,0.0,1.0,0.15384615384615385,0.2,0.08333333332638888,0.4142135624539752,0.0,0.05630986104248927
hub-cap,0,1.0,1.7829727843684577,0.0,22171.6,2.4,3959.214285714286,0.5,0.65625,4.0,11,0.0,399840.4,1043,0.0,1.0689655172413792,0.3820655966503838,0.8907969348907235,5.01396308418893,0.0,0.0,1.0,4.1,11.0,3.8,12.0,1.0,0.49999999998491207,0.0,0.0,2.937288588504207,4.0344827586206895,2.2923935799023027,2.1568627450980395,0.03584227386993399,1.0,0.47619047619047616,0.2,0.9166666665902777,0.4986768046276529,0.0,0.14719761007774687
jonathan-buttner,529,0.5609976448908243,1.2782101167315176,0.9984544049459042,5688.333333333333,1.125,487.57142857142856,0.4444444444444444,0.7160493827160495,5.0,8,0.0,21717.666666666668,1334,2.402439024390244,2.0,35.71887159533074,0.9999999997884534,3.9219733362813143,0.3,0.0,1.0,2.888888888888889,26.0,2.111111111111111,18.0,1.0,0.23091651355637677,1.379120879120879,0.9999999998645942,2.070728888242327,6.4,0.5680933852140078,6.685714285714286,0.5499999998520259,1.0,0.45,0.6499999997,0.6666666666111111,0.25000000006490386,0.6656362699084664,0.11721832316681247
kingherc,206,0.5858855116154833,0.15281557462842787,0.9952153110047847,71.33333333333333,0.3666666666666667,8.23076923076923,0.5,0.5,2.0,2,0.0,1378.0,746,1.1923076923076923,1.0,7.105924220221897,0.8674410903951474,1.8718021769015913,1.6666666666666667,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.2252070349497046,1.55,0.9999999998645942,0.468213122712422,0.6666666666666666,0.15281557462842787,0.0,0.5499999998520259,1.0,0.3333333333333333,0.5576923074538461,0.16666666665277777,1.0,0.165869218486975,0.0
carlosdelest,506,0.5931060289868625,0.15628345108113895,0.9983108108108109,3157.6666666666665,0.34285714285714286,236.82500000000002,1.0,0.0,1.0,5,0.0,49679.0,817,2.2555555555555555,4.666666666666667,16.722329265681868,0.9069736786353193,3.597312260588446,2.0,0.0,1.0,1.5,3.0,2.0,4.0,1.0,0.2702598939471273,1.1758241758241759,0.9999999998645942,1.5501909511534504,3.6666666666666665,1.0939841575679725,1.2,0.6666666665186924,1.0,0.15384615384615385,0.7666666663666666,0.41666666663194446,0.4142135625348556,0.4159628378031743,0.03981708459081636
prwhelan,487,0.6005106808951213,0.46941025169943046,0.9979591836734694,78.5,1.75,10.23913043478261,0.5,0.625,3.0,3,0.0,984.0,353,2.177570093457944,0.75,9.924673893073672,0.7363403659445553,1.9459101490553132,0.125,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.04905917198859072,0.6883720930232559,0.8441860463762221,0.4158883083359672,0.0,0.20117582215689878,0.0,0.6666666665186924,1.0,0.5,0.7166666663666666,0.24999999997916666,1.0,0.24948979589757653,0.0
csoulios,0,1.0,0.27402402402402404,0.0,44717.0,2.4,3726.416666666667,0.6666666666666666,0.4444444444444444,2.0,5,0.0,14878.75,348,0.0,1.6,0.0,0.6795846877372334,4.5591262474866845,0.0,0.0,1.0,11.0,44.0,9.75,38.0,1.0,0.3093487189480138,0.0,0.0,2.5036071002578337,24.4,0.47954204204204204,3.6666666666666665,0.11666666666666665,1.0,0.3076923076923077,0.31666666666666665,0.41666666663194446,0.3333333333535353,0.0,0.15248782455629903
grcevski,834,0.5976047119039304,1.1668797953964196,0.9988109393579072,1898.0,0.7777777777777778,158.16666666666666,0.6,0.54,3.0,9,0.0,50450584.0,1651,1.3473684210526315,2.0,30.261082693947145,0.9999999997884534,5.470167623474696,0.5,0.0,1.0,10.4,66.0,5.1,46.0,1.0,0.1802073602141901,1.8349056603773586,0.9999999998645942,3.388636804333284,12.875,4.20076726342711,5.7894736842105265,0.5499999998520259,1.0,0.47619047619047616,0.6042105260463158,0.7499999999375,0.3336008025254476,0.7491082044560047,0.23443664633362493
slobodanadamovic,251,0.5591525778442953,0.0,0.9973190348525469,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,471,2.7674418604651163,7.0,6.680902989627822,0.782371144212221,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7692307692307693,0.8846153844799789,0.0,0.0,0.0,0.0,0.5499999998520259,1.0,0.0,0.6499999997,0.0,1.0,0.0,0.0
mosche,336,0.5611002004112208,0.40736607142857145,0.9986013986013986,8411.833333333334,1.3333333333333335,1009.42,0.3333333333333333,0.7777777777777778,5.0,5,0.0,171760.5,1286,3.036363636363636,1.4285714285714286,7.8078497023809526,0.9610763941438006,3.9219733362813143,0.2857142857142857,0.0,1.0,1.5,5.0,0.3333333333333333,1.0,1.0,0.4344274553284903,0.71875,0.8593749998645942,1.8378107216393307,1.8571428571428572,1.42578125,2.0,0.6666666665186924,1.0,0.35294117647058826,0.7666666663666666,0.41666666663194446,0.44499443222901447,0.41608391604924244,0.06896521352056177
lukasolson,237,0.7673764875226003,2.2048325096101045,0.996031746031746,257.1666666666667,1.3333333333333335,22.042857142857144,0.9,0.17999999999999994,2.0,4,0.0,14928.6,2053,2.577777777777778,0.17647058823529413,5.144609189090243,0.9999999997884534,6.262445427836352,0.058823529411764705,1.0,1.0,49.5,207.0,9.2,38.0,1.0,0.04703285335019004,1.0405405405405406,0.9999999998645942,4.043041249262937,19.970588235294116,4.610104338275672,4.099009900990099,0.6666666665186924,1.0,0.5882352941176471,0.6019607840137254,0.33333333330555553,0.38574765082856166,0.33201058198291444,0.5114597121734196
kderusso,426,0.5420723951129366,0.45873481357352325,0.99875,24.5,0.5142857142857142,9.799999999999999,0.6666666666666666,0.4444444444444444,2.0,2,0.0,737.0,450,1.7887323943661972,3.0,35.01675743611227,0.9257299317276202,2.5649493574615367,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.24013658930447274,2.0265486725663715,0.9999999998645942,0.583773044716594,0.0,0.9174696271470465,0.0,0.6666666665186924,1.0,0.21428571428571427,0.7666666663666666,0.16666666665277777,1.0,0.1664583333194618,0.0
probakowski,247,0.47525696188146743,1.837494965767217,0.9969418960244648,2824.8333333333335,0.9166666666666667,206.6951219512195,0.5,0.64,4.0,11,0.0,591232.1,566,1.6363636363636365,0.9230769230769231,11.833467579540878,0.803328252511793,7.298445101508147,0.19230769230769232,1.0,1.0,255.0,2547.0,12.4,124.0,1.0,0.1681633880772325,3.0377358490566038,0.9999999998645942,3.9781023361038694,107.61538461538461,0.5879983890455095,9.94921875,0.5499999998520259,1.0,0.47619047619047616,0.6346153843153846,0.9166666665902777,0.2404917886941622,0.9138634046129375,0.9999999999473577
jedrazb,754,0.6132568447416507,1.5256946151954758,0.9986928104575163,1185.6666666666667,0.7272727272727273,127.0357142857143,0.7,0.4800000000000001,4.0,8,0.0,68238.6,796,0.8040816326530612,1.0,28.09073026801082,0.9303566911439914,5.806639860095909,0.5555555555555556,0.5,1.0,32.8,255.0,8.5,50.0,1.0,0.17041243305755827,1.9202453987730062,0.9999999998645942,3.54304351579734,27.666666666666668,1.794934841406442,7.544378698224853,0.6666666665186924,1.0,0.47619047619047616,0.5578911563017688,0.6666666666111111,0.28960039602765325,0.6657952069161945,0.4163377130417124
jfreden,209,0.5957518249665402,0.0,0.9971988795518207,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,235,1.694915254237288,11.0,11.925048046124278,0.891499413276368,1.0986122886681098,2.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5368421052631579,0.7684210524961732,0.2079441541679836,0.0,0.2338244714926329,0.0,0.5499999998520259,1.0,0.0,0.6499999997,0.0,1.0,0.0,0.0
prdoyle,724,0.5670396251465172,0.9077988985610234,0.9986357435197817,449.5,0.7777777777777778,26.97,0.5,0.6599999999999999,4.0,7,0.0,103297.9,858,2.309090909090909,1.3333333333333333,11.639278735121692,0.8956728897862157,3.1135153092103742,0.5333333333333333,0.6666666666666666,1.0,0.4,3.0,0.1,1.0,1.0,0.1534568960305785,0.49584487534626037,0.7479224375377244,1.312236337740433,0.4,0.5835850062178007,2.142857142857143,0.5499999998520259,1.0,0.47619047619047616,0.6499999997,0.5833333332847223,0.2928060952138643,0.5825375170046613,0.04597680901370785
johtani,146,0.4671465017829714,2.9967159277504103,0.9935483870967742,481.5,0.75,36.1125,0.4,0.74,5.0,13,0.0,6088784.0,513,0.45,0.8478260869565217,0.3995621237000547,0.7619297101125116,6.470025210286697,0.1956521739130435,1.0,1.0,40.0,213.0,18.7,127.0,1.0,0.0893177831236523,0.08695652173913043,0.06151260409083608,4.17112900309694,16.82608695652174,5.460682357234081,5.195121951219512,0.27803072576186383,1.0,0.47619047619047616,0.5378985506346377,0.9999999999166667,0.3567695596611673,0.9935483870139785,0.4597680901370784
maxhniebergall,951,0.4275032605254062,0.5978705978705978,0.9991071428571429,1730.5,0.15555555555555556,173.05,1.0,0.0,1.0,5,0.0,261724.5,403,0.17762237762237762,0.6666666666666666,32.88288288288288,0.9999999997884534,1.7047480922384253,2.6666666666666665,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.25922570026953073,1.0784313725490196,0.9999999998645942,0.5375278407684165,0.3333333333333333,0.5978705978705978,0.6666666666666666,0.5499999998520259,1.0,0.4,0.18662004658452214,0.41666666663194446,0.4142135628583764,0.41629464282245165,0.022988404506853924
bizybot,0,1.0,0.9149507609668756,0.5,2054.4,2.4,395.0769230769231,0.42857142857142855,0.6938775510204083,4.0,6,0.0,29296.7,340,0.0,1.6,0.0,0.6653190688632237,2.4423470353692043,0.0,0.0,1.0,0.2,2.0,0.1,1.0,1.0,0.17181464284977224,0.0,0.0,0.9510444964426521,0.26666666666666666,0.26141450313339304,1.6666666666666667,0.0,1.0,0.47619047619047616,0.2,0.49999999995833333,0.24025307426469986,0.24999999997916666,0.032510513430911596
jan-elastic,323,0.5835286416698143,0.3333333333333333,0.9969230769230769,147.0,0.225,14.7,1.0,0.0,1.0,5,0.0,436120.0,214,2.013157894736842,0.5,31.666666666666668,0.9695741065324875,5.964863865310803,1.5,0.0,1.0,291.0,291.0,162.0,162.0,1.0,0.2168154843895816,0.6418918918918919,0.8209459458105401,2.721776180841837,307.5,0.0,0.9965753424657534,0.5499999998520259,1.0,0.3333333333333333,0.5499999997,0.41666666663194446,1.0,0.41538461535,0.316227766000191
stefnestor,192,0.601179713667027,1.2532188841201717,0.9973614775725593,1060.0,0.75,132.5,0.8,0.31999999999999984,2.0,6,0.0,40346.8,261,1.8870967741935485,1.5384615384615385,1.5665236051502147,0.7482604381163266,2.1972245773362196,0.6923076923076923,0.0,1.0,0.2,1.0,0.2,2.0,1.0,0.29668363736763326,0.1590909090909091,0.2775207467830795,0.8788898309344878,0.46153846153846156,0.20886981402002863,0.8333333333333334,0.22614856741183226,1.0,0.47619047619047616,0.6499999997,0.49999999995833333,0.32173116112369066,0.4986807387447229,0.032510513430911596
quux00,214,0.593130264799142,2.181786216596343,0.9953488372093023,1172.5,1.3333333333333335,79.94318181818181,0.4444444444444444,0.6666666666666667,4.0,10,0.0,230623.7,394,2.5428571428571427,0.6571428571428571,5.935741912798875,0.7133487351711836,6.476202836110654,0.05714285714285714,0.0,1.0,61.0,228.0,16.9,68.0,1.0,0.07659600342205171,1.1518987341772151,0.9999999998645942,4.10028119410826,27.085714285714285,2.8876582278481013,3.6774193548387095,0.5499999998520259,1.0,0.47619047619047616,0.5814285711285714,0.8333333332638889,0.46133213981588034,0.8294573642719638,0.567771708065973
pmpailis,236,0.5779779050383606,0.07689066779018328,0.9964028776978417,5777.0,0.26666666666666666,577.7,1.0,0.0,1.0,1,0.0,126770.0,419,1.9827586206896552,6.0,4.92100273857173,0.7674962549632177,3.1986731175506815,1.0,0.0,1.0,19.0,19.0,4.0,4.0,1.0,0.522846102083752,0.5714285714285714,0.7857142855788799,1.7034386382832474,13.5,0.3075626711607331,0.95,0.5499999998520259,1.0,0.08333333333333333,0.6499999997,0.08333333332638888,1.0,0.08303357313456734,0.10020413211861122
weizijun,42,0.5579698241591993,0.6033057851239669,0.9772727272727273,3811.8333333333335,1.125,300.9342105263158,0.375,0.75,5.0,11,0.0,19216445.25,452,2.4166666666666665,1.1111111111111112,0.15082644628099173,0.759137840796118,7.27655640271871,0.3333333333333333,0.3333333333333333,1.0,221.375,1689.0,41.125,311.0,1.0,0.3546134975760528,0.08333333333333333,0.062089442533564514,4.461685927626461,269.8888888888889,2.4886363636363638,7.5952782462057336,0.022318415706432806,1.0,0.42105263157894735,0.6499999997,0.9166666665902777,0.2716187335492784,0.8958333332586805,0.8944271909528312
alexksikes,32,0.36,1.3468634686346865,0.9696969696969697,3826.8333333333335,1.3333333333333335,287.0125,0.8,0.33999999999999986,3.0,5,0.0,513411.6,176,0.0,0.24,0.0,0.5048877183771808,6.068425588244111,0.08,1.0,1.0,29.9,69.0,10.1,25.0,1.0,0.18647405896992136,0.0,0.0,3.893025727661642,20.04,3.6477552275522758,2.233009708737864,0.0,1.0,0.5882352941176471,0.048,0.41666666663194446,0.5601074150569336,0.404040404006734,0.3975066738929697
